"applicants","year","row_num","col_num","branch_type","grouping_title","reader_name","grouping_nametag","pct_change_vs_prior_record","academic_rating","non_academic_rating","onetest","rejected","confirm_admit","admit","admit_and_cancel","race_african_american","race_asian","race_hispanic","race_white","race_foreign","race_native_unknown","male","female","catholic","legacy","sibling","athlete","first_generation","public_school","catholic_school","private_school","na_school","science","arts","business","engineering","architecture","status_rotation","rejected_pct","confirm_admit_pct","admit_pct","admit_and_cancel_pct","race_rotation","african_american_pct","asian_pct","hispanic_pct","white_pct","foreign_pct","native_unknown_pct","cohort_rotation","male_pct","female_pct","catholic_pct","legacy_pct","sibling_pct","athlete_pct","first_generation_pct","hs_rotation","public_school_pct","catholic_school_pct","private_school_pct","na_school_pct","college_rotation","science_pct","arts_pct","business_pct","engineering_pct","architecture_pct"
"808",2013,"4.3","3","HS Type","Public High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Public High School - 808 applicants","0.305331179","11.56992574","8.856435644","1286.386139","672","51","51","34","32","225","233","275","22","21","355","453","408","21","33","9","269","808","0","0","0","185","301","157","152","13","3.0000","0.8317","0.0631","0.0631","0.0421","1.0000","0.0396","0.2785","0.2884","0.3403","0.0272","0.0260","2.0000","0.4394","0.5606","0.5050","0.0260","0.0408","0.0111","0.3329","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2290","0.3725","0.1943","0.1881","0.0161"
"846",2014,"4.3","3","HS Type","Public High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Public High School - 846 applicants","0.047029703","11.15839243","9.186170213","1293.368794","705","63","21","57","30","231","247","271","27","40","359","487","459","25","24","5","286","846","0","0","0","216","257","194","158","21","3.0000","0.8333","0.0745","0.0248","0.0674","1.0000","0.0355","0.2730","0.2920","0.3203","0.0319","0.0473","2.0000","0.4243","0.5757","0.5426","0.0296","0.0284","0.0059","0.3381","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.2553","0.3038","0.2293","0.1868","0.0248"
"828",2016,"4.3","3","HS Type","Public High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Public High School - 828 applicants","-0.021276596","11.39915459","8.926328502","1285.350242","695","6","126","1","27","204","284","244","33","36","357","471","471","30","23","6","269","828","0","0","0","263","260","167","130","8","3.0000","0.8394","0.0072","0.1522","0.0012","1.0000","0.0326","0.2464","0.3430","0.2947","0.0399","0.0435","2.0000","0.4312","0.5688","0.5688","0.0362","0.0278","0.0072","0.3249","0.0000","1.0000","0.0000","0.0000","0.0000","4.0000","0.3176","0.3140","0.2017","0.1570","0.0097"
"113",2010,"4.3","4","HS Type","Private High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Private High School - 113 applicants","0","10.51769912","9.637168142","1321.769912","79","13","7","14","6","14","15","58","12","8","58","55","55","7","3","5","10","0","0","113","0","17","61","19","14","2","3.0000","0.6991","0.1150","0.0619","0.1239","1.0000","0.0531","0.1239","0.1327","0.5133","0.1062","0.0708","2.0000","0.5133","0.4867","0.4867","0.0619","0.0265","0.0442","0.0885","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1504","0.5398","0.1681","0.1239","0.0177"
"162",2013,"4.3","4","HS Type","Private High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Private High School - 162 applicants","0.433628319","10.16049383","8.388888889","1351.111111","98","27","13","24","8","27","27","83","12","5","81","81","81","15","13","2","22","0","0","162","0","28","61","46","23","4","3.0000","0.6049","0.1667","0.0802","0.1481","1.0000","0.0494","0.1667","0.1667","0.5123","0.0741","0.0309","2.0000","0.5000","0.5000","0.5000","0.0926","0.0802","0.0123","0.1358","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1728","0.3765","0.2840","0.1420","0.0247"
"153",2014,"4.3","4","HS Type","Private High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Private High School - 153 applicants","-0.055555556","9.486928105","8.169934641","1368.496732","105","21","5","22","7","21","26","80","11","8","76","77","70","8","5","4","20","0","0","153","0","35","66","35","15","2","3.0000","0.6863","0.1373","0.0327","0.1438","1.0000","0.0458","0.1373","0.1699","0.5229","0.0719","0.0523","2.0000","0.4967","0.5033","0.4575","0.0523","0.0327","0.0261","0.1307","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.2288","0.4314","0.2288","0.0980","0.0131"
"118",2016,"4.3","4","HS Type","Private High School","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Private High School - 118 applicants","-0.22875817","9.771186441","8.165254237","1363.474576","86","3","29","0","8","7","25","61","7","10","62","56","45","6","6","2","20","0","0","118","0","21","48","36","10","3","3.0000","0.7288","0.0254","0.2458","0.0000","1.0000","0.0678","0.0593","0.2119","0.5169","0.0593","0.0847","2.0000","0.5254","0.4746","0.3814","0.0508","0.0508","0.0169","0.1695","0.0000","0.0000","0.0000","1.0000","0.0000","4.0000","0.1780","0.4068","0.3051","0.0847","0.0254"
"265",2013,"5","1","College","Architecture","TOTAL","2013 Architecture - 265 applicants","-0.182098765","11.2887","9.2358","1297.6981","176","43","16","30","10","27","46","135","44","3","111","154","155","18","15","2","45","131","56","38","40","0","0","0","0","265","4.0000","0.6642","0.1623","0.0604","0.1132","1.0000","0.0377","0.1019","0.1736","0.5094","0.1660","0.0113","2.0000","0.4189","0.5811","0.5849","0.0679","0.0566","0.0075","0.1698","3.0000","0.4943","0.2113","0.1434","0.1509","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"5214",2010,"5","2","College","Arts & Letters","TOTAL","2010 Arts & Letters - 5214 applicants","0","10.0766","9.942","1323.9528","3799","728","295","392","217","395","609","3469","340","184","2156","3058","3701","560","408","58","534","2459","1738","661","356","0","5214","0","0","0","4.0000","0.7286","0.1396","0.0566","0.0752","1.0000","0.0416","0.0758","0.1168","0.6653","0.0652","0.0353","2.0000","0.4135","0.5865","0.7098","0.1074","0.0783","0.0111","0.1024","3.0000","0.4716","0.3333","0.1268","0.0683","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"4951",2014,"5","2","College","Arts & Letters","TOTAL","2014 Arts & Letters - 4951 applicants","-0.182598646","10.4657","8.5872","1324.8334","3898","523","76","454","240","448","679","2884","579","121","1814","3137","3188","471","297","45","840","2287","1390","655","619","0","4951","0","0","0","4.0000","0.7873","0.1056","0.0154","0.0917","1.0000","0.0485","0.0905","0.1371","0.5825","0.1169","0.0244","2.0000","0.3664","0.6336","0.6439","0.0951","0.0600","0.0091","0.1697","3.0000","0.4619","0.2808","0.1323","0.1250","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"3029",2011,"5","3","College","Business","TOTAL","2011 Business - 3029 applicants","0.251652893","10.7937","10.1408","1321.3866","2374","372","152","131","101","344","293","1862","366","63","1831","1198","1980","245","215","76","304","1454","931","400","244","0","0","3029","0","0","4.0000","0.7838","0.1228","0.0502","0.0432","1.0000","0.0333","0.1136","0.0967","0.6147","0.1208","0.0208","2.0000","0.6045","0.3955","0.6537","0.0809","0.0710","0.0251","0.1004","3.0000","0.4800","0.3074","0.1321","0.0806","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"4122",2015,"5","3","College","Business","TOTAL","2015 Business - 4122 applicants","0.050458716","10.3193","8.3231","1333.4013","3330","485","13","294","196","487","451","2400","475","113","2517","1605","2621","338","240","100","629","2048","1130","484","460","0","0","4122","0","0","4.0000","0.8079","0.1177","0.0032","0.0713","1.0000","0.0475","0.1181","0.1094","0.5822","0.1152","0.0274","2.0000","0.6106","0.3894","0.6359","0.0820","0.0582","0.0243","0.1526","3.0000","0.4968","0.2741","0.1174","0.1116","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"2579",2012,"5","4","College","Engineering","TOTAL","2012 Engineering - 2579 applicants","0.070124481","9.5919","9.5706","1352.4855","1822","392","186","179","113","219","274","1707","195","71","1809","770","1714","221","173","18","321","1275","819","264","221","0","0","0","2579","0","4.0000","0.7065","0.1520","0.0721","0.0694","1.0000","0.0438","0.0849","0.1062","0.6619","0.0756","0.0275","2.0000","0.7014","0.2986","0.6646","0.0857","0.0671","0.0070","0.1245","3.0000","0.4944","0.3176","0.1024","0.0857","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3266",2016,"5","4","College","Engineering","TOTAL","2016 Engineering - 3266 applicants","-0.02010201","9.609920392","8.516533987","1346.298224","2455","77","727","7","176","267","443","1954","316","110","2290","976","2244","246","178","16","582","1670","930","235","431","0","0","0","3266","0","4.0000","0.7517","0.0236","0.2226","0.0021","1.0000","0.0539","0.0818","0.1356","0.5983","0.0968","0.0337","2.0000","0.7012","0.2988","0.6871","0.0753","0.0545","0.0049","0.1782","3.0000","0.5113","0.2848","0.0720","0.1320","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3999",2013,"5","5","College","Science","TOTAL","2013 Science - 3999 applicants","-0.095658073","10.0108","8.8896","1340.3651","2963","542","221","273","187","477","501","2467","279","88","1682","2317","2686","318","189","46","538","2141","1186","336","336","3999","0","0","0","0","4.0000","0.7409","0.1355","0.0553","0.0683","1.0000","0.0468","0.1193","0.1253","0.6169","0.0698","0.0220","2.0000","0.4206","0.5794","0.6717","0.0795","0.0473","0.0115","0.1345","3.0000","0.5354","0.2966","0.0840","0.0840","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"382",2010,"5","1","College","Architecture","TOTAL","2010 Architecture - 382 applicants","0","11.1178","10.3089","1283.5602","285","48","25","24","20","30","53","215","53","11","188","194","240","16","11","3","45","209","75","50","48","0","0","0","0","382","4.0000","0.7461","0.1257","0.0654","0.0628","1.0000","0.0524","0.0785","0.1387","0.5628","0.1387","0.0288","2.0000","0.4921","0.5079","0.6283","0.0419","0.0288","0.0079","0.1178","3.0000","0.5471","0.1963","0.1309","0.1257","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"372",2011,"5","1","College","Architecture","TOTAL","2011 Architecture - 372 applicants","-0.02617801","11.5202","10.3656","1283.8441","280","48","21","23","21","40","66","187","49","9","144","228","223","24","18","1","47","186","74","63","49","0","0","0","0","372","4.0000","0.7527","0.1290","0.0565","0.0618","1.0000","0.0565","0.1075","0.1774","0.5027","0.1317","0.0242","2.0000","0.3871","0.6129","0.5995","0.0645","0.0484","0.0027","0.1263","3.0000","0.5000","0.1989","0.1694","0.1317","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"324",2012,"5","1","College","Architecture","TOTAL","2012 Architecture - 324 applicants","-0.129032258","12.3086","9.7747","1264.8148","240","46","15","23","21","32","56","152","52","11","132","192","200","19","12","2","53","156","78","40","50","0","0","0","0","324","4.0000","0.7407","0.1420","0.0463","0.0710","1.0000","0.0648","0.0988","0.1728","0.4691","0.1605","0.0340","2.0000","0.4074","0.5926","0.6173","0.0586","0.0370","0.0062","0.1636","3.0000","0.4815","0.2407","0.1235","0.1543","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"349",2014,"5","1","College","Architecture","TOTAL","2014 Architecture - 349 applicants","0.316981132","11.4957","9.3596","1285.9599","275","39","3","32","21","26","50","157","85","10","152","197","197","22","21","1","61","151","76","57","65","0","0","0","0","349","4.0000","0.7880","0.1117","0.0086","0.0917","1.0000","0.0602","0.0745","0.1433","0.4499","0.2436","0.0287","2.0000","0.4355","0.5645","0.5645","0.0630","0.0602","0.0029","0.1748","3.0000","0.4327","0.2178","0.1633","0.1862","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"303",2015,"5","1","College","Architecture","TOTAL","2015 Architecture - 303 applicants","-0.131805158","11.8416","8.8416","1266.5017","217","51","3","32","15","23","56","145","56","8","131","172","171","8","7","3","70","139","61","32","71","0","0","0","0","303","4.0000","0.7162","0.1683","0.0099","0.1056","1.0000","0.0495","0.0759","0.1848","0.4785","0.1848","0.0264","2.0000","0.4323","0.5677","0.5644","0.0264","0.0231","0.0099","0.2310","3.0000","0.4587","0.2013","0.1056","0.2343","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"278",2016,"5","1","College","Architecture","TOTAL","2016 Architecture - 278 applicants","-0.082508251","11.42625899","8.913669065","1271.834532","197","6","75","0","6","24","53","136","48","11","146","132","166","15","15","0","55","124","64","39","51","0","0","0","0","278","4.0000","0.7086","0.0216","0.2698","0.0000","1.0000","0.0216","0.0863","0.1906","0.4892","0.1727","0.0396","2.0000","0.5252","0.4748","0.5971","0.0540","0.0540","0.0000","0.1978","3.0000","0.4460","0.2302","0.1403","0.1835","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"5708",2011,"5","2","College","Arts & Letters","TOTAL","2011 Arts & Letters - 5708 applicants","0.094744918","10.726","10.0885","1318.192","4386","687","294","341","261","412","683","3668","500","184","2338","3370","3936","544","415","61","654","2738","1778","722","470","0","5708","0","0","0","4.0000","0.7684","0.1204","0.0515","0.0597","1.0000","0.0457","0.0722","0.1197","0.6426","0.0876","0.0322","2.0000","0.4096","0.5904","0.6896","0.0953","0.0727","0.0107","0.1146","3.0000","0.4797","0.3115","0.1265","0.0823","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"5593",2012,"5","2","College","Arts & Letters","TOTAL","2012 Arts & Letters - 5593 applicants","-0.020147162","10.6956","9.4145","1321.5484","4314","652","281","346","250","491","725","3357","560","210","2227","3366","3597","542","371","51","744","2588","1701","705","599","0","5593","0","0","0","4.0000","0.7713","0.1166","0.0502","0.0619","1.0000","0.0447","0.0878","0.1296","0.6002","0.1001","0.0375","2.0000","0.3982","0.6018","0.6431","0.0969","0.0663","0.0091","0.1330","3.0000","0.4627","0.3041","0.1261","0.1071","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"6057",2013,"5","2","College","Arts & Letters","TOTAL","2013 Arts & Letters - 6057 applicants","0.082960844","10.8602","8.8386","1319.9521","4821","626","245","365","288","548","794","3633","618","176","2406","3651","3898","535","374","54","742","2903","1719","756","679","0","6057","0","0","0","4.0000","0.7959","0.1034","0.0404","0.0603","1.0000","0.0475","0.0905","0.1311","0.5998","0.1020","0.0291","2.0000","0.3972","0.6028","0.6436","0.0883","0.0617","0.0089","0.1225","3.0000","0.4793","0.2838","0.1248","0.1121","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"4757",2015,"5","2","College","Arts & Letters","TOTAL","2015 Arts & Letters - 4757 applicants","-0.039184003","10.6781","8.269","1318.6042","3837","503","25","392","257","397","712","2780","452","159","1767","2990","3216","511","330","32","809","2180","1381","603","593","0","4757","0","0","0","4.0000","0.8066","0.1057","0.0053","0.0824","1.0000","0.0540","0.0835","0.1497","0.5844","0.0950","0.0334","2.0000","0.3715","0.6285","0.6761","0.1074","0.0694","0.0067","0.1701","3.0000","0.4583","0.2903","0.1268","0.1247","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"4521",2016,"5","2","College","Arts & Letters","TOTAL","2016 Arts & Letters - 4521 applicants","-0.049611099","10.76509622","8.418380889","1311.220969","3696","93","726","6","318","388","693","2530","424","168","1621","2900","2963","413","252","33","847","2157","1277","537","550","0","4521","0","0","0","4.0000","0.8175","0.0206","0.1606","0.0013","1.0000","0.0703","0.0858","0.1533","0.5596","0.0938","0.0372","2.0000","0.3585","0.6415","0.6554","0.0914","0.0557","0.0073","0.1873","3.0000","0.4771","0.2825","0.1188","0.1217","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"2420",2010,"5","3","College","Business","TOTAL","2010 Business - 2420 applicants","0","10.5467","10.0901","1311.2893","1864","328","123","105","87","233","222","1545","281","52","1554","866","1634","219","172","73","234","1131","780","299","210","0","0","2420","0","0","4.0000","0.7702","0.1355","0.0508","0.0434","1.0000","0.0360","0.0963","0.0917","0.6384","0.1161","0.0215","2.0000","0.6421","0.3579","0.6752","0.0905","0.0711","0.0302","0.0967","3.0000","0.4674","0.3223","0.1236","0.0868","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"3250",2012,"5","3","College","Business","TOTAL","2012 Business - 3250 applicants","0.072961373","10.7269","9.4603","1323.6831","2581","390","151","128","114","424","338","1895","381","98","1967","1283","1994","244","190","78","380","1610","912","393","335","0","0","3250","0","0","4.0000","0.7942","0.1200","0.0465","0.0394","1.0000","0.0351","0.1305","0.1040","0.5831","0.1172","0.0302","2.0000","0.6052","0.3948","0.6135","0.0751","0.0585","0.0240","0.1169","3.0000","0.4954","0.2806","0.1209","0.1031","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"3492",2013,"5","3","College","Business","TOTAL","2013 Business - 3492 applicants","0.074461538","10.8109","8.8746","1326.8557","2772","431","126","163","120","418","350","2130","383","91","2121","1371","2172","298","171","82","342","1745","967","431","349","0","0","3492","0","0","4.0000","0.7938","0.1234","0.0361","0.0467","1.0000","0.0344","0.1197","0.1002","0.6100","0.1097","0.0261","2.0000","0.6074","0.3926","0.6220","0.0853","0.0490","0.0235","0.0979","3.0000","0.4997","0.2769","0.1234","0.0999","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"3924",2014,"5","3","College","Business","TOTAL","2014 Business - 3924 applicants","0.12371134","10.4856","8.6193","1332.2604","3204","440","47","233","165","470","443","2287","444","115","2389","1535","2464","271","230","111","568","1935","1101","496","392","0","0","3924","0","0","4.0000","0.8165","0.1121","0.0120","0.0594","1.0000","0.0420","0.1198","0.1129","0.5828","0.1131","0.0293","2.0000","0.6088","0.3912","0.6279","0.0691","0.0586","0.0283","0.1448","3.0000","0.4931","0.2806","0.1264","0.0999","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"3910",2016,"5","3","College","Business","TOTAL","2016 Business - 3910 applicants","-0.051431344","10.39309463","8.422762148","1328.40665","3076","145","679","10","209","414","476","2293","371","147","2430","1480","2593","317","262","96","599","1980","1115","439","376","0","0","3910","0","0","4.0000","0.7867","0.0371","0.1737","0.0026","1.0000","0.0535","0.1059","0.1217","0.5864","0.0949","0.0376","2.0000","0.6215","0.3785","0.6632","0.0811","0.0670","0.0246","0.1532","3.0000","0.5064","0.2852","0.1123","0.0962","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"2203",2010,"5","4","College","Engineering","TOTAL","2010 Engineering - 2203 applicants","0","8.8168","10.0477","1362.4694","1379","382","193","249","79","165","247","1532","128","52","1560","643","1649","195","161","19","224","1107","776","197","123","0","0","0","2203","0","4.0000","0.6260","0.1734","0.0876","0.1130","1.0000","0.0359","0.0749","0.1121","0.6954","0.0581","0.0236","2.0000","0.7081","0.2919","0.7485","0.0885","0.0731","0.0086","0.1017","3.0000","0.5025","0.3522","0.0894","0.0558","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"2410",2011,"5","4","College","Engineering","TOTAL","2011 Engineering - 2410 applicants","0.093962778","9.384","10.1475","1357.2822","1618","390","201","201","95","175","303","1633","141","63","1707","703","1730","201","142","21","293","1248","755","222","185","0","0","0","2410","0","4.0000","0.6714","0.1618","0.0834","0.0834","1.0000","0.0394","0.0726","0.1257","0.6776","0.0585","0.0261","2.0000","0.7083","0.2917","0.7178","0.0834","0.0589","0.0087","0.1216","3.0000","0.5178","0.3133","0.0921","0.0768","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3229",2013,"5","4","College","Engineering","TOTAL","2013 Engineering - 3229 applicants","0.252035673","9.8961","8.9408","1349.0988","2393","429","189","218","156","305","447","2010","211","100","2130","1099","2149","246","193","23","489","1734","918","268","309","0","0","0","3229","0","4.0000","0.7411","0.1329","0.0585","0.0675","1.0000","0.0483","0.0945","0.1384","0.6225","0.0653","0.0310","2.0000","0.6596","0.3404","0.6655","0.0762","0.0598","0.0071","0.1514","3.0000","0.5370","0.2843","0.0830","0.0957","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3287",2014,"5","4","College","Engineering","TOTAL","2014 Engineering - 3287 applicants","0.017962217","9.3237","8.7928","1362.6225","2403","470","65","349","115","291","453","2060","278","90","2266","1021","2316","267","213","26","560","1715","973","258","341","0","0","0","3287","0","4.0000","0.7311","0.1430","0.0198","0.1062","1.0000","0.0350","0.0885","0.1378","0.6267","0.0846","0.0274","2.0000","0.6894","0.3106","0.7046","0.0812","0.0648","0.0079","0.1704","3.0000","0.5218","0.2960","0.0785","0.1037","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3333",2015,"5","4","College","Engineering","TOTAL","2015 Engineering - 3333 applicants","0.013994524","9.574","8.5066","1354.3414","2515","462","24","332","155","286","418","2106","274","94","2294","1039","2413","262","213","16","573","1703","1014","244","372","0","0","0","3333","0","4.0000","0.7546","0.1386","0.0072","0.0996","1.0000","0.0465","0.0858","0.1254","0.6319","0.0822","0.0282","2.0000","0.6883","0.3117","0.7240","0.0786","0.0639","0.0048","0.1719","3.0000","0.5110","0.3042","0.0732","0.1116","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"3726",2010,"5","5","College","Science","TOTAL","2010 Science - 3726 applicants","0","9.1388","9.9486","1343.7627","2448","582","339","357","167","450","387","2438","186","98","1686","2040","2586","294","196","41","399","1986","1206","314","220","3726","0","0","0","0","4.0000","0.6570","0.1562","0.0910","0.0958","1.0000","0.0448","0.1208","0.1039","0.6543","0.0499","0.0263","2.0000","0.4525","0.5475","0.6940","0.0789","0.0526","0.0110","0.1071","3.0000","0.5330","0.3237","0.0843","0.0590","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"4207",2011,"5","5","College","Science","TOTAL","2011 Science - 4207 applicants","0.129092861","9.812","10.118","1340.4445","3056","524","321","306","217","480","505","2686","212","107","1860","2347","2882","304","212","42","487","2304","1293","327","283","4207","0","0","0","0","4.0000","0.7264","0.1246","0.0763","0.0727","1.0000","0.0516","0.1141","0.1200","0.6385","0.0504","0.0254","2.0000","0.4421","0.5579","0.6850","0.0723","0.0504","0.0100","0.1158","3.0000","0.5477","0.3073","0.0777","0.0673","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"4422",2012,"5","5","College","Science","TOTAL","2012 Science - 4422 applicants","0.051105301","10.0176","9.4329","1334.2198","3282","535","323","282","213","571","562","2695","224","157","1852","2570","2864","304","236","46","695","2427","1333","341","321","4422","0","0","0","0","4.0000","0.7422","0.1210","0.0730","0.0638","1.0000","0.0482","0.1291","0.1271","0.6095","0.0507","0.0355","2.0000","0.4188","0.5812","0.6477","0.0687","0.0534","0.0104","0.1572","3.0000","0.5488","0.3014","0.0771","0.0726","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"4798",2014,"5","5","College","Science","TOTAL","2014 Science - 4798 applicants","0.19979995","9.8492","8.7454","1337.4073","3758","539","62","439","265","591","630","2854","319","139","1921","2877","3154","336","210","46","888","2645","1345","376","432","4798","0","0","0","0","4.0000","0.7832","0.1123","0.0129","0.0915","1.0000","0.0552","0.1232","0.1313","0.5948","0.0665","0.0290","2.0000","0.4004","0.5996","0.6574","0.0700","0.0438","0.0096","0.1851","3.0000","0.5513","0.2803","0.0784","0.0900","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"4826",2015,"5","5","College","Science","TOTAL","2015 Science - 4826 applicants","0.005835765","10.2072","8.439","1326.8483","3865","507","26","428","310","605","740","2717","319","135","1879","2947","3226","326","205","36","974","2653","1299","335","539","4826","0","0","0","0","4.0000","0.8009","0.1051","0.0054","0.0887","1.0000","0.0642","0.1254","0.1533","0.5630","0.0661","0.0280","2.0000","0.3893","0.6107","0.6685","0.0676","0.0425","0.0075","0.2018","3.0000","0.5497","0.2692","0.0694","0.1117","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"4891",2016,"5","5","College","Science","TOTAL","2016 Science - 4891 applicants","0.013468711","10.38458393","8.528317318","1312.876712","3891","99","895","6","410","501","745","2759","317","159","1849","3042","3203","320","177","35","1055","2760","1255","332","544","4891","0","0","0","0","4.0000","0.7955","0.0202","0.1830","0.0012","1.0000","0.0838","0.1024","0.1523","0.5641","0.0648","0.0325","2.0000","0.3780","0.6220","0.6549","0.0654","0.0362","0.0072","0.2157","3.0000","0.5643","0.2566","0.0679","0.1112","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"36",2014,"5.3","1","College","Architecture","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Architecture - 36 applicants","0.565217391","12.81944444","9.541666667","1222.5","31","2","1","2","1","8","17","7","2","1","18","18","19","2","0","1","19","21","8","2","5","0","0","0","0","36","4.0000","0.8611","0.0556","0.0278","0.0556","1.0000","0.0278","0.2222","0.4722","0.1944","0.0556","0.0278","2.0000","0.5000","0.5000","0.5278","0.0556","0.0000","0.0278","0.5278","3.0000","0.5833","0.2222","0.0556","0.1389","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"517",2010,"5.3","2","College","Arts & Letters","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Arts & Letters - 517 applicants","0","11.64410058","9.784332689","1277.059961","403","55","36","23","30","84","145","224","9","25","189","328","333","25","22","6","104","250","179","61","27","0","517","0","0","0","4.0000","0.7795","0.1064","0.0696","0.0445","1.0000","0.0580","0.1625","0.2805","0.4333","0.0174","0.0484","2.0000","0.3656","0.6344","0.6441","0.0484","0.0426","0.0116","0.2012","3.0000","0.4836","0.3462","0.1180","0.0522","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"336",2014,"5.3","3","College","Business","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Business - 336 applicants","0.2","11.03720238","8.888392857","1306.934524","283","34","4","15","13","81","79","133","9","21","177","159","192","7","13","11","74","194","94","35","13","0","0","336","0","0","4.0000","0.8423","0.1012","0.0119","0.0446","1.0000","0.0387","0.2411","0.2351","0.3958","0.0268","0.0625","2.0000","0.5268","0.4732","0.5714","0.0208","0.0387","0.0327","0.2202","3.0000","0.5774","0.2798","0.1042","0.0387","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"143",2010,"5.3","4","College","Engineering","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Engineering - 143 applicants","0","10.3041958","9.70979021","1314.545455","88","22","15","18","6","21","46","65","2","3","105","38","105","8","7","3","33","78","46","14","5","0","0","0","143","0","4.0000","0.6154","0.1538","0.1049","0.1259","1.0000","0.0420","0.1469","0.3217","0.4545","0.0140","0.0210","2.0000","0.7343","0.2657","0.7343","0.0559","0.0490","0.0210","0.2308","3.0000","0.5455","0.3217","0.0979","0.0350","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"380",2014,"5.3","5","College","Science","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Science - 380 applicants","0.176470588","11.41973684","9.225","1277.421053","310","32","8","30","15","72","130","133","14","16","146","234","255","20","11","2","120","216","89","35","40","380","0","0","0","0","4.0000","0.8158","0.0842","0.0211","0.0789","1.0000","0.0395","0.1895","0.3421","0.3500","0.0368","0.0421","2.0000","0.3842","0.6158","0.6711","0.0526","0.0289","0.0053","0.3158","3.0000","0.5684","0.2342","0.0921","0.1053","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"33",2010,"5.3","1","College","Architecture","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Architecture - 33 applicants","0","12.56060606","10.06060606","1244.545455","29","1","2","1","3","8","8","12","2","0","18","15","18","0","0","0","8","21","7","2","3","0","0","0","0","33","4.0000","0.8788","0.0303","0.0606","0.0303","1.0000","0.0909","0.2424","0.2424","0.3636","0.0606","0.0000","2.0000","0.5455","0.4545","0.5455","0.0000","0.0000","0.0000","0.2424","3.0000","0.6364","0.2121","0.0606","0.0909","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
